word,frequency,rank
yer,175,27.0
thk,11,945.0
genel,269,14.0
başkanlığı,85,100.0
süresi,69,139.0
yer,175,27.0
tesliminden,3,
tibaren,2,
gün,69,139.0
halenin,33,338.0
usulü,70,136.0
thky,2,
hale,442,8.0
yönetmeliği,43,261.0
bölüm,50,212.0
satın,91,86.0
alma,49,222.0
hale,442,8.0
usulleri,4,
kapalı,72,126.0
zarfla,5,
teklif,311,10.0
alma,49,222.0
usulü,70,136.0
tarih,57,185.0
saati,44,253.0
saat,96,80.0
stekliler,58,181.0
işin,16,683.0
tamamına,2,
teklif,311,10.0
verebileceklerdir,2,
stekliler,58,181.0
şartnameye,5,
göre,109,64.0
hazırlayacakları,7,
kapalı,72,126.0
zarf,39,293.0
teklif,311,10.0
mektuplarını,4,
ihale,247,15.0
gün,69,139.0
saatine,31,361.0
kadar,131,46.0
türk,62,164.0
hava,14,771.0
kurumu,27,423.0
genel,269,14.0
başkanlığı,85,100.0
satın,91,86.0
alma,49,222.0
birimine,9,
teslim,71,131.0
edeceklerdir,3,
stekliler,58,181.0
bu,244,16.0
işe,19,585.0
ait,104,73.0
şartnameyi,6,
tl,311,10.0
karşılığında,18,613.0
türk,62,164.0
hava,14,771.0
kurumu,27,423.0
genel,269,14.0
başkanlığı,85,100.0
atatürk,25,465.0
bulvarı,19,585.0
opera,2,
ankara,106,67.0
adresinden,18,613.0
temin,66,151.0
edebilirler,5,
türk,62,164.0
hava,14,771.0
kurumu,27,423.0
genel,269,14.0
başkanlığı,85,100.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanununa,18,613.0
tabi,28,409.0
değildir,22,523.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
ptal,5,
lani,44,253.0
balıkesir,10,
büyükşehir,5,
belediyesi,33,338.0
balıkesir,10,
su,14,771.0
kanalizasyon,2,
daresi,15,723.0
genel,269,14.0
müdürlüğünden,134,44.0
tarih,57,185.0
sayılı,340,9.0
resmî,896,2.0
gazete,899,1.0
de,57,185.0
yayımlanan,20,562.0
taşınmaz,39,293.0
satış,42,272.0
ihalesi,9,
ilanımız,2,
iptal,21,539.0
edilmiştir,8,
çeşi,11,945.0
tli,12,872.0
lânlar,11,945.0
fatih,4,
sultan,3,
mehmet,7,
vakıf,16,683.0
üniversitesi,44,253.0
rektörlüğünden,32,352.0
ptal,5,
lani,44,253.0
tarihli,103,75.0
sayılı,340,9.0
resmî,896,2.0
gazete,899,1.0
de,57,185.0
yayımlanan,20,562.0
aşağıda,76,111.0
tabloda,8,
belirtilen,210,20.0
öğretim,94,83.0
görevlisi,21,539.0
kadro,71,131.0
ilanları,1,
iptal,21,539.0
edilmiştir,8,
ale,26,446.0
yds,20,562.0
fakülte,20,562.0
kadro,71,131.0
veya,648,6.0
sira,12,872.0
bölüm,50,212.0
ünvan,8,
özel,63,160.0
şartlar,31,361.0
bi,28,409.0
ri,23,504.0
sayisi,15,723.0
eşdeğer,4,
puan,106,67.0
türü,44,253.0
şletme,38,300.0
letişim,13,810.0
radyo,2,
televizyon,2,
sinema,2,
medya,4,
letişim,13,810.0
yeni,59,177.0
medya,4,
di,12,872.0
ji,1,
tal,1,
ale,26,446.0
dijital,7,
medya,4,
halkla,3,
lişkiler,8,
tanıtım,3,
yayincilik,1,
meslek,46,244.0
öğr,27,423.0
veya,648,6.0
pazarlama,2,
letişimi,2,
reklamcılık,3,
medya,4,
yüksekokulu,23,504.0
gör,37,304.0
bölümü,39,293.0
lisans,143,37.0
programından,3,
mezun,41,277.0
yöneti,9,
mi,12,872.0
olmak,279,13.0
programi,4,
yds,20,562.0
lgili,26,446.0
alanlarda,12,872.0
tezli,32,352.0
yüksek,86,96.0
lisans,143,37.0
yapmış,42,272.0
olmak,279,13.0
hukuk,20,562.0
bölümü,39,293.0
lisans,143,37.0
programından,3,
ceza,42,272.0
nfaz,9,
ale,26,446.0
mezun,41,277.0
olmak,279,13.0
meslek,46,244.0
güvenli,1,
k,62,164.0
öğr,27,423.0
hukuk,20,562.0
veya,648,6.0
ceza,42,272.0
nfaz,9,
güvenlik,10,
yüksekokulu,23,504.0
hi,40,284.0
zmetleri,1,
gör,37,304.0
hizmetleri,17,644.0
alanlarda,12,872.0
tezli,32,352.0
yüksek,86,96.0
lisans,143,37.0
programi,4,
yds,20,562.0
yapmış,42,272.0
olmak,279,13.0
ktisadi,10,
dari,40,284.0
bilimler,11,
hukuk,20,562.0
siyasal,2,
nsan,17,644.0
ale,26,446.0
bilgiler,21,539.0
letişim,13,810.0
fakülteleri,4,
lisans,143,37.0
programı,12,872.0
meslek,46,244.0
kaynaklari,2,
öğr,27,423.0
mezunu,44,253.0
olmak,279,13.0
yüksekokulu,23,504.0
yöneti,9,
mi,12,872.0
gör,37,304.0
şletme,38,300.0
yönetimi,17,644.0
alanında,44,253.0
yüksek,86,96.0
programi,4,
yds,20,562.0
lisans,143,37.0
veya,648,6.0
doktora,36,316.0
yapmış,42,272.0
olmak,279,13.0
ktisadi,10,
dari,40,284.0
bilimler,11,
hukuk,20,562.0
siyasal,2,
bilgiler,21,539.0
letişim,13,810.0
lisans,143,37.0
programı,12,872.0
mezunu,44,253.0
nsan,17,644.0
ale,26,446.0
olmak,279,13.0
meslek,46,244.0
kaynaklari,2,
öğr,27,423.0
halkla,3,
lişkiler,8,
tanıtım,3,
yüksekokulu,23,504.0
yöneti,9,
mi,12,872.0
gör,37,304.0
pazarlama,2,
letişimi,2,
reklamcılık,3,
veya,648,6.0
programi,4,
yds,20,562.0
diğer,63,160.0
ilgili,128,49.0
alanlarda,12,872.0
yüksek,86,96.0
lisans,143,37.0
veya,648,6.0
doktora,36,316.0
yapmış,42,272.0
olmak,279,13.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
adalet,14,771.0
bakanlığından,106,67.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
adalet,14,771.0
bakanlığından,106,67.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
adalet,14,771.0
bakanlığından,106,67.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetimler,26,446.0
genel,269,14.0
müdürlüğünden,134,44.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çişleri,6,
bakanlığı,95,82.0
yi,70,136.0
kob,4,
daire,17,644.0
başkanlığından,57,185.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çişleri,6,
bakanlığı,95,82.0
yi,70,136.0
kob,4,
daire,17,644.0
başkanlığından,57,185.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
mersin,2,
üniversitesi,44,253.0
rektörlüğünden,32,352.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
milli,18,613.0
eğitim,60,174.0
bakanlığından,106,67.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
milli,18,613.0
eğitim,60,174.0
bakanlığından,106,67.0
halelere,77,109.0
katilmaktan,73,122.0
yasaklama,96,80.0
karari,72,126.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,44.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,44.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,44.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,44.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
çevre,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,44.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
enerji,28,409.0
piyasası,9,
düzenleme,8,
kurumundan,9,
sayılı,340,9.0
elektrik,25,465.0
piyasası,9,
kanunu,97,78.0
lgili,26,446.0
mevzuat,25,465.0
hükümleri,43,261.0
uyarınca,78,108.0
enerji,28,409.0
piyasası,9,
düzenleme,8,
kurulunun,4,
tarihli,103,75.0
toplantılarında,2,
alınan,32,352.0
kararlarıyla,2,
lisans,143,37.0
verilen,40,284.0
lisansı,27,423.0
sona,13,810.0
erdirilen,2,
lisansı,27,423.0
ptal,5,
edilen,125,52.0
tüzel,199,22.0
kişiler,43,261.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
erkim,1,
elektrik,25,465.0
enerjisi,1,
ticaret,152,32.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
krea,1,
yenilenebilir,3,
enerji,28,409.0
üretim,23,504.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
mt,8,
metan,1,
enerji,28,409.0
toplayıcılık,1,
ticaret,152,32.0
sanayi,75,114.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
yurt,31,361.0
çimento,1,
sanayi,75,114.0
ticaret,152,32.0
ş,181,25.0
ye,22,523.0
omala,2,
barajı,3,
he,5,
üretim,23,504.0
tesisi,5,
için,293,12.0
verilen,40,284.0
tarihli,103,75.0
eü,3,
numaralı,30,378.0
üretim,23,504.0
lisansının,1,
tarihi,97,78.0
itibariyle,7,
sonlandırılarak,1,
vemus,1,
yenilenebilir,3,
enerji,28,409.0
üretim,23,504.0
sanayi,75,114.0
ticaret,152,32.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
omala,2,
barajı,3,
he,5,
üretim,23,504.0
tesisi,5,
için,293,12.0
otuzaltı,1,
yıl,111,63.0
sekiz,2,
ay,64,158.0
iki,18,613.0
gün,69,139.0
süreli,26,446.0
eskisinin,1,
devamı,1,
mahiyetinde,3,
yeni,59,177.0
üretim,23,504.0
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
temsu,1,
elektrik,25,465.0
üretim,23,504.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
silopi,6,
enerji,28,409.0
grubu,9,
he,5,
projesi,15,723.0
için,293,12.0
kırkdokuz,6,
yıl,111,63.0
süreli,26,446.0
üretim,23,504.0
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
ceen,1,
grup,2,
enerji,28,409.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
aksa,2,
dengeleme,1,
enerji,28,409.0
yönetimi,17,644.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
ovit,1,
enerji,28,409.0
üretim,23,504.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
çayhan,1,
reg,1,
he,5,
projesi,15,723.0
için,293,12.0
kırkdokuz,6,
yıl,111,63.0
süreli,26,446.0
üretim,23,504.0
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
kuzey,2,
marmara,1,
özel,63,160.0
endüstri,2,
bölgesi,12,872.0
elektrik,25,465.0
üretim,23,504.0
dağıtım,8,
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
kırkdokuz,6,
yıl,111,63.0
süreyle,13,810.0
eb,1,
dağıtım,8,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
elara,1,
elektrik,25,465.0
enerji,28,409.0
endüstri,2,
limited,7,
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
ulu,1,
enerji,28,409.0
elektrik,25,465.0
üretim,23,504.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
karsantı,1,
barajı,3,
he,5,
projesi,15,723.0
için,293,12.0
verilmiş,9,
olan,119,54.0
tarihli,103,75.0
eü,3,
numaralı,30,378.0
üretim,23,504.0
lisansı,27,423.0
iptal,21,539.0
edilmiştir,8,
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
aksa,2,
yenilenebilir,3,
enerji,28,409.0
üretim,23,504.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
mersin,2,
re,1,
projesi,15,723.0
için,293,12.0
kırkdokuz,6,
yıl,111,63.0
süreli,26,446.0
üretim,23,504.0
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
ato,1,
nakliye,1,
madencilik,1,
enerji,28,409.0
nşaat,61,169.0
petrol,36,316.0
otomotiv,3,
elektrik,25,465.0
elektronik,50,212.0
temizlik,6,
gıda,2,
tekstil,6,
dış,27,423.0
ticaret,152,32.0
sanayi,75,114.0
ticaret,152,32.0
limited,7,
şirketi,28,409.0
ne,118,55.0
baykan,1,
enerji,28,409.0
grubu,9,
projesi,15,723.0
için,293,12.0
kırkdokuz,6,
yıl,111,63.0
süreli,26,446.0
üretim,23,504.0
lisansı,27,423.0
verilmiştir,26,446.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
oze,2,
nşaat,61,169.0
beton,5,
sanayi,75,114.0
ticaret,152,32.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
oze,2,
depolamalı,1,
ge,2,
projesi,15,723.0
için,293,12.0
kırkdokuz,6,
yıl,111,63.0
süreli,26,446.0
üretim,23,504.0
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
hazarşah,2,
enerji,28,409.0
üretim,23,504.0
yatırım,6,
ticaret,152,32.0
ş,181,25.0
ye,22,523.0
hazarşah,2,
dursunbey,1,
enerji,28,409.0
üretim,23,504.0
tesisi,5,
projesi,15,723.0
için,293,12.0
verilmiş,9,
olan,119,54.0
tarihli,103,75.0
eü,3,
numaralı,30,378.0
üretim,23,504.0
lisansı,27,423.0
iptal,21,539.0
edilmiştir,8,
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
enerjisa,1,
müşteri,1,
çözümleri,1,
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
güney,1,
ge,2,
elektrik,25,465.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
oktael,1,
enerji,28,409.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
yirmi,17,644.0
yıl,111,63.0
süreli,26,446.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,446.0
enerji,28,409.0
piyasası,9,
düzenleme,8,
kurumundan,9,
sayılı,340,9.0
elektrik,25,465.0
piyasası,9,
kanunu,97,78.0
ilgili,128,49.0
mevzuat,25,465.0
hükümleri,43,261.0
uyarınca,78,108.0
enerji,28,409.0
piyasası,9,
düzenleme,8,
kurulunun,4,
tarihli,103,75.0
toplantısında,1,
alınan,32,352.0
kararıyla,4,
lisansı,27,423.0
sona,13,810.0
erdirilen,2,
tüzel,199,22.0
kişiler,43,261.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
altunkaya,1,
enerji,28,409.0
şarj,3,
teknolojileri,13,810.0
anonim,26,446.0
şirketi,28,409.0
nin,59,177.0
tarihli,103,75.0
şh,2,
numaralı,30,378.0
şarj,3,
ağı,2,
işletmeci,2,
lisansı,27,423.0
sona,13,810.0
erdirilmiştir,2,
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
tunalar,1,
otomotiv,3,
ticaret,152,32.0
anonim,26,446.0
şirketi,28,409.0
nin,59,177.0
tarihli,103,75.0
şh,2,
numaralı,30,378.0
şarj,3,
ağı,2,
işletmeci,2,
lisansı,27,423.0
sona,13,810.0
erdirilmiştir,2,
enerji,28,409.0
piyasası,9,
düzenleme,8,
kurumundan,9,
sayılı,340,9.0
petrol,36,316.0
piyasası,9,
kanunu,97,78.0
ilgili,128,49.0
mevzuat,25,465.0
hükümleri,43,261.0
uyarınca,78,108.0
enerji,28,409.0
piyasası,9,
düzenleme,8,
kurulunun,4,
tarihli,103,75.0
toplantılarında,2,
alınan,32,352.0
kararlarıyla,2,
lisans,143,37.0
verilen,40,284.0
tüzel,199,22.0
kişiler,43,261.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
forte,1,
enerji,28,409.0
nşaat,61,169.0
akaryakıt,3,
ticaret,152,32.0
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
onbeş,8,
yıl,111,63.0
süreyle,13,810.0
ihrakiye,2,
teslimi,7,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
axa,1,
petrokimya,1,
ürünleri,3,
dış,27,423.0
ticaret,152,32.0
sanayi,75,114.0
limited,7,
şirketi,28,409.0
ne,118,55.0
yıl,111,63.0
süreli,26,446.0
madeni,1,
yağ,1,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
potas,1,
akdeniz,1,
akaryakıt,3,
dağıtım,8,
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
onbeş,8,
yıl,111,63.0
süreyle,13,810.0
depolama,2,
lisansı,27,423.0
verilmiştir,26,446.0
tarihli,103,75.0
sayılı,340,9.0
kurul,26,446.0
kararı,47,235.0
ile,490,7.0
ordinario,1,
akaryakıt,3,
anonim,26,446.0
şirketi,28,409.0
ne,118,55.0
onbeş,8,
yıl,111,63.0
süreyle,13,810.0
ihrakiye,2,
teslimi,7,
lisansı,27,423.0
verilmiştir,26,446.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
zmir,11,
bakırçay,2,
üniversitesi,44,253.0
rektörlüğünden,32,352.0
sözleşmeli,11,
personel,28,409.0
alim,27,423.0
lani,44,253.0
üniversitemiz,24,485.0
rektörlüğü,4,
bağlı,18,613.0
birimlerinde,3,
sayılı,340,9.0
devlet,105,71.0
memurları,29,398.0
kanunu,97,78.0
nun,51,207.0
üncü,16,683.0
