word,frequency,rank
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
yerel,27,423.0
yönetiml,26,444.0
genel,269,14.0
müdürlüğünden,134,47.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çişleri,6,
bakanlığı,95,82.0
yi,70,136.0
kob,4,
dair,143,39.0
başkanlığından,57,185.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çişleri,6,
bakanlığı,95,82.0
yi,70,136.0
kob,4,
dair,143,39.0
başkanlığından,57,185.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
mersin,2,
üniversitesi,44,253.0
rektörlüğünden,32,351.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
milli,18,613.0
eğitim,61,169.0
bakanlığından,106,69.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
milli,18,613.0
eğitim,61,169.0
bakanlığından,106,69.0
haleler,77,109.0
katilmaktan,73,123.0
yasaklama,96,81.0
karari,72,127.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,47.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,47.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,47.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,47.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
çevr,65,154.0
şehircilik,57,185.0
klim,57,185.0
değişikliği,57,185.0
bakanlığı,95,82.0
tabiat,6,
varlıklarını,6,
koruma,7,
genel,269,14.0
müdürlüğünden,134,47.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
enerji,28,409.0
piyasası,9,
düzenlem,8,
kurumundan,9,
sayılı,340,9.0
elektrik,26,444.0
piyasası,9,
kanunu,97,79.0
lgili,26,444.0
mevzuat,25,466.0
hükümleri,43,263.0
uyarınca,78,108.0
enerji,28,409.0
piyasası,9,
düzenlem,8,
kurulunun,4,
tarih,162,31.0
toplantılarında,2,
alınan,32,351.0
kararlarıyla,2,
lisan,143,39.0
verilen,40,285.0
lisansı,27,423.0
sona,13,811.0
erdirilen,2,
lisansı,27,423.0
ptal,5,
edilen,125,54.0
tüzel,199,23.0
kişil,43,263.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
erkim,1,
elektrik,26,444.0
enerjisi,1,
ticaret,152,33.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
krea,1,
yenilenebilir,3,
enerji,28,409.0
üretim,23,503.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
mt,8,
metan,1,
enerji,28,409.0
toplayıcılık,1,
ticaret,152,33.0
sanayi,75,114.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
yurt,31,361.0
çimento,1,
sanayi,75,114.0
ticaret,152,33.0
ş,181,26.0
ye,22,522.0
omala,2,
barajı,3,
hes,5,
üretim,23,503.0
tesisi,5,
için,293,12.0
verilen,40,285.0
tarih,162,31.0
eü,3,
numaralı,30,377.0
üretim,23,503.0
lisansının,1,
tarihi,97,79.0
itibariyl,7,
sonlandırılarak,1,
vemus,1,
yenilenebilir,3,
enerji,28,409.0
üretim,23,503.0
sanayi,75,114.0
ticaret,152,33.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
omala,2,
barajı,3,
hes,5,
üretim,23,503.0
tesisi,5,
için,293,12.0
otuzaltı,1,
yıl,111,65.0
sekiz,2,
ay,64,158.0
iki,18,613.0
gün,69,139.0
süreli,26,444.0
eskisinin,1,
devamı,1,
mahiyetind,3,
yeni,59,177.0
üretim,23,503.0
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
temsu,1,
elektrik,26,444.0
üretim,23,503.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
silopi,6,
enerji,28,409.0
grubu,9,
hes,5,
projesi,15,724.0
için,293,12.0
kırkdokuz,6,
yıl,111,65.0
süreli,26,444.0
üretim,23,503.0
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
ceen,1,
grup,2,
enerji,28,409.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
aksa,2,
dengelem,1,
enerji,28,409.0
yönetimi,17,644.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
ovit,1,
enerji,28,409.0
üretim,23,503.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
çayhan,1,
reg,1,
hes,5,
projesi,15,724.0
için,293,12.0
kırkdokuz,6,
yıl,111,65.0
süreli,26,444.0
üretim,23,503.0
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
kuzey,2,
marmara,1,
özel,63,160.0
endüstri,2,
bölgesi,12,872.0
elektrik,26,444.0
üretim,23,503.0
dağıtım,8,
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
kırkdokuz,6,
yıl,111,65.0
süreyl,13,811.0
eb,1,
dağıtım,8,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
elara,1,
elektrik,26,444.0
enerji,28,409.0
endüstri,2,
limit,15,724.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
ulu,1,
enerji,28,409.0
elektrik,26,444.0
üretim,23,503.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
karsantı,1,
barajı,3,
hes,5,
projesi,15,724.0
için,293,12.0
verilmiş,9,
olan,119,56.0
tarih,162,31.0
eü,3,
numaralı,30,377.0
üretim,23,503.0
lisansı,27,423.0
iptal,21,537.0
edilmiştir,8,
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
aksa,2,
yenilenebilir,3,
enerji,28,409.0
üretim,23,503.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
mersin,2,
res,1,
projesi,15,724.0
için,293,12.0
kırkdokuz,6,
yıl,111,65.0
süreli,26,444.0
üretim,23,503.0
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
ato,1,
nakliy,1,
madencilik,1,
enerji,28,409.0
nşaat,61,169.0
petrol,36,316.0
otomotiv,3,
elektrik,26,444.0
elektronik,50,212.0
temizlik,6,
gıda,2,
tekstil,6,
dış,27,423.0
ticaret,152,33.0
sanayi,75,114.0
ticaret,152,33.0
limit,15,724.0
şirketi,28,409.0
ne,118,57.0
baykan,1,
enerji,28,409.0
grubu,9,
projesi,15,724.0
için,293,12.0
kırkdokuz,6,
yıl,111,65.0
süreli,26,444.0
üretim,23,503.0
lisansı,27,423.0
verilmiştir,26,444.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
oze,2,
nşaat,61,169.0
beton,5,
sanayi,75,114.0
ticaret,152,33.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
oze,2,
depolamalı,1,
ges,2,
projesi,15,724.0
için,293,12.0
kırkdokuz,6,
yıl,111,65.0
süreli,26,444.0
üretim,23,503.0
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
hazarşah,2,
enerji,28,409.0
üretim,23,503.0
yatırım,6,
ticaret,152,33.0
ş,181,26.0
ye,22,522.0
hazarşah,2,
dursunbey,1,
enerji,28,409.0
üretim,23,503.0
tesisi,5,
projesi,15,724.0
için,293,12.0
verilmiş,9,
olan,119,56.0
tarih,162,31.0
eü,3,
numaralı,30,377.0
üretim,23,503.0
lisansı,27,423.0
iptal,21,537.0
edilmiştir,8,
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
enerjisa,1,
müşteri,1,
çözümleri,1,
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
toplayıcı,5,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
güney,1,
ges,2,
elektrik,26,444.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
oktael,1,
enerji,28,409.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
yirmi,17,644.0
yıl,111,65.0
süreli,26,444.0
tedarik,8,
lisansı,27,423.0
verilmiştir,26,444.0
enerji,28,409.0
piyasası,9,
düzenlem,8,
kurumundan,9,
sayılı,340,9.0
elektrik,26,444.0
piyasası,9,
kanunu,97,79.0
ilgili,128,52.0
mevzuat,25,466.0
hükümleri,43,263.0
uyarınca,78,108.0
enerji,28,409.0
piyasası,9,
düzenlem,8,
kurulunun,4,
tarih,162,31.0
toplantısında,1,
alınan,32,351.0
kararıyla,4,
lisansı,27,423.0
sona,13,811.0
erdirilen,2,
tüzel,199,23.0
kişil,43,263.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
altunkaya,1,
enerji,28,409.0
şarj,3,
teknolojileri,13,811.0
anonim,26,444.0
şirketi,28,409.0
nin,59,177.0
tarih,162,31.0
şh,2,
numaralı,30,377.0
şarj,3,
ağı,2,
işletmeci,2,
lisansı,27,423.0
sona,13,811.0
erdirilmiştir,2,
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
tunalar,1,
otomotiv,3,
ticaret,152,33.0
anonim,26,444.0
şirketi,28,409.0
nin,59,177.0
tarih,162,31.0
şh,2,
numaralı,30,377.0
şarj,3,
ağı,2,
işletmeci,2,
lisansı,27,423.0
sona,13,811.0
erdirilmiştir,2,
enerji,28,409.0
piyasası,9,
düzenlem,8,
kurumundan,9,
sayılı,340,9.0
petrol,36,316.0
piyasası,9,
kanunu,97,79.0
ilgili,128,52.0
mevzuat,25,466.0
hükümleri,43,263.0
uyarınca,78,108.0
enerji,28,409.0
piyasası,9,
düzenlem,8,
kurulunun,4,
tarih,162,31.0
toplantılarında,2,
alınan,32,351.0
kararlarıyla,2,
lisan,143,39.0
verilen,40,285.0
tüzel,199,23.0
kişil,43,263.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
fort,1,
enerji,28,409.0
nşaat,61,169.0
akaryakıt,3,
ticaret,152,33.0
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
onbeş,8,
yıl,111,65.0
süreyl,13,811.0
ihrakiy,2,
teslimi,7,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
axa,1,
petrokimya,1,
ürünleri,3,
dış,27,423.0
ticaret,152,33.0
sanayi,75,114.0
limit,15,724.0
şirketi,28,409.0
ne,118,57.0
yıl,111,65.0
süreli,26,444.0
madeni,1,
yağ,1,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
pota,1,
akdeniz,1,
akaryakıt,3,
dağıtım,8,
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
onbeş,8,
yıl,111,65.0
süreyl,13,811.0
depolama,2,
lisansı,27,423.0
verilmiştir,26,444.0
tarih,162,31.0
sayılı,340,9.0
kurul,26,444.0
kararı,47,234.0
ile,490,7.0
ordinario,1,
akaryakıt,3,
anonim,26,444.0
şirketi,28,409.0
ne,118,57.0
onbeş,8,
yıl,111,65.0
süreyl,13,811.0
ihrakiy,2,
teslimi,7,
lisansı,27,423.0
verilmiştir,26,444.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
zmir,11,
bakırçay,2,
üniversitesi,44,253.0
rektörlüğünden,32,351.0
sözleşm,44,253.0
personel,30,377.0
alim,27,423.0
lani,44,253.0
üniversitemiz,24,485.0
rektörlüğü,4,
bağlı,18,613.0
birimlerind,3,
sayılı,340,9.0
devlet,105,73.0
memurları,29,398.0
kanunu,97,79.0
nun,51,206.0
üncü,16,681.0
maddesinin,52,202.0
b,218,19.0
fıkrasına,1,
göre,109,66.0
istihdam,10,
edilmek,36,316.0
giderleri,1,
özel,63,160.0
bütçeden,1,
karşılanmak,1,
üzere,130,51.0
tarih,162,31.0
sayılı,340,9.0
bakanlar,2,
kurulu,40,285.0
kararı,47,234.0
ile,490,7.0
yürürlüğe,2,
konulan,1,
sözleşm,44,253.0
personel,30,377.0
çalıştırılmasına,5,
lişkin,27,423.0
esaslar,11,946.0
da,133,48.0
yer,209,21.0
alan,102,78.0
ek,28,409.0
nci,10,
maddenin,12,872.0
b,218,19.0
fıkrası,20,559.0
gereğinc,59,177.0
yazılı,41,278.0
veya,648,6.0
sözlü,46,244.0
sınav,131,49.0
yapılmaksızın,1,
kpss,74,118.0
b,218,19.0
grubu,9,
puan,106,69.0
sıralaması,2,
esa,43,263.0
alınmak,15,724.0
suretiyl,36,316.0
sözleşm,44,253.0
personel,30,377.0
alınacaktır,47,234.0
lan,67,146.0
puan,106,69.0
ünvani,17,644.0
adet,114,60.0
mezuni,1,
yet,2,
ci,27,423.0
nsi,9,
yet,2,
aranan,18,613.0
ni,31,361.0
teli,13,811.0
kler,1,
numarasi,7,
türü,44,253.0
yükseköğretim,41,278.0
kurumlarının,5,
işletm,6,
iktisat,1,
maliy,12,872.0
kamu,71,131.0
yönetimi,17,644.0
bölümlerinin,15,724.0
birinden,30,377.0
büro,4,
kadın,26,444.0
bp,1,
lisan,143,39.0
kpssp,12,872.0
lisan,143,39.0
mezunu,44,253.0
olmak,279,13.0
person,11,
erkek,37,307.0
yılı,17,644.0
kpss,74,118.0
b,218,19.0
kpssp,12,872.0
puan,106,69.0
türünde,9,
en,205,22.0
az,169,30.0
puan,106,69.0
almış,31,361.0
olmak,279,13.0
ortaöğretim,12,872.0
veya,648,6.0
dengi,12,872.0
okul,18,613.0
mezunu,44,253.0
olmak,279,13.0
temizlik,6,
görevlisi,21,537.0
olarak,178,27.0
çalışabileceğini,2,
sağlık,30,377.0
kurulu,40,285.0
raporu,9,
ile,490,7.0
belgelemek,3,
atanmaya,9,
hak,32,351.0
kazanma,3,
durumunda,28,409.0
istenecektir,6,
destek,10,
ortaöğretim,12,872.0
dp,8,
kadın,26,444.0
kpssp,12,872.0
üniversitemiz,24,485.0
tüm,27,423.0
yerleşkelerind,4,
iç,19,584.0
dış,27,423.0
person,11,
lise,7,
dengi,12,872.0
mekânda,4,
vardiyalı,4,
sistemd,4,
çalışmaya,5,
engel,11,
durumu,28,409.0
olmamak,47,234.0
yılı,17,644.0
kpss,74,118.0
b,218,19.0
kpssp,12,872.0
puan,106,69.0
türünde,9,
en,205,22.0
az,169,30.0
puan,106,69.0
almış,31,361.0
olmak,279,13.0
ortaöğretim,12,872.0
veya,648,6.0
dengi,12,872.0
okul,18,613.0
mezunu,44,253.0
olmak,279,13.0
temizlik,6,
görevlisi,21,537.0
olarak,178,27.0
çalışabileceğini,2,
sağlık,30,377.0
kurulu,40,285.0
raporu,9,
ile,490,7.0
belgelemek,3,
atanmaya,9,
hak,32,351.0
kazanma,3,
durumunda,28,409.0
istenecektir,6,
destek,10,
ortaöğretim,12,872.0
dp,8,
erkek,37,307.0
kpssp,12,872.0
üniversitemiz,24,485.0
tüm,27,423.0
yerleşkelerind,4,
iç,19,584.0
dış,27,423.0
person,11,
lise,7,
dengi,12,872.0
mekânda,4,
vardiyalı,4,
sistemd,4,
çalışmaya,5,
engel,11,
durumu,28,409.0
olmamak,47,234.0
yılı,17,644.0
kpss,74,118.0
b,218,19.0
kpssp,12,872.0
puan,106,69.0
türünde,9,
en,205,22.0
az,169,30.0
puan,106,69.0
almış,31,361.0
olmak,279,13.0
ortaöğretim,12,872.0
veya,648,6.0
dengi,12,872.0
okul,18,613.0
mezunu,44,253.0
olmak,279,13.0
bahçıvanlık,2,
konusunda,8,
en,205,22.0
az,169,30.0
yıl,111,65.0
deneyim,30,377.0
olduğunu,35,327.0
sgk,11,
hizmet,74,118.0
dökümü,5,
ile,490,7.0
belgelendirmek,4,
üniversitemiz,24,485.0
tüm,27,423.0
yerleşkelerind,4,
iç,19,584.0
dış,27,423.0
destek,10,
ortaöğretim,12,872.0
mekânda,4,
vardiyalı,4,
sistemd,4,
çalışmaya,5,
engel,11,
dp,8,
person,11,
erkek,37,307.0
kpssp,12,872.0
lise,7,
dengi,12,872.0
durumu,28,409.0
olmamak,47,234.0
bahçıvan,2,
alınacak,31,361.0
personel,30,377.0
türlü,12,872.0
bahç,4,
işlerind,4,
çevr,65,154.0
düzenlemesind,2,
çim,3,
biçmed,2,
peyzaj,6,
işlerind,4,
çalıştırılacaktır,2,
yılı,17,644.0
kpss,74,118.0
b,218,19.0
kpssp,12,872.0
puan,106,69.0
türünde,9,
en,205,22.0
az,169,30.0
puan,106,69.0
almış,31,361.0
olmak,279,13.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
ortaöğretim,12,872.0
veya,648,6.0
dengi,12,872.0
okul,18,613.0
mezunu,44,253.0
olmak,279,13.0
bahçıvanlık,2,
konusunda,8,
en,205,22.0
az,169,30.0
yıl,111,65.0
deneyim,30,377.0
olduğunu,35,327.0
sgk,11,
hizmet,74,118.0
dökümü,5,
ile,490,7.0
belgelendirmek,4,
üniversitemiz,24,485.0
tüm,27,423.0
yerleşkelerind,4,
iç,19,584.0
dış,27,423.0
destek,10,
ortaöğretim,12,872.0
mekânda,4,
vardiyalı,4,
sistemd,4,
çalışmaya,5,
engel,11,
dp,8,
person,11,
kadın,26,444.0
kpssp,12,872.0
lise,7,
dengi,12,872.0
durumu,28,409.0
olmamak,47,234.0
bahçıvan,2,
alınacak,31,361.0
personel,30,377.0
türlü,12,872.0
bahç,4,
işlerind,4,
çevr,65,154.0
düzenlemesind,2,
çim,3,
biçmed,2,
peyzaj,6,
işlerind,4,
çalıştırılacaktır,2,
yılı,17,644.0
kpss,74,118.0
b,218,19.0
kpssp,12,872.0
puan,106,69.0
türünde,9,
en,205,22.0
az,169,30.0
puan,106,69.0
almış,31,361.0
olmak,279,13.0
ortaöğretim,12,872.0
kurumlarının,5,
lise,7,
dengi,12,872.0
mam,1,
hatip,1,
bölümünden,15,724.0
mezun,41,278.0
olmak,279,13.0
veya,648,6.0
herhangi,53,198.0
bir,233,17.0
ortaöğretim,12,872.0
kurumu,27,423.0
lise,7,
dengi,12,872.0
mezunu,44,253.0
olmak,279,13.0
kaydıyla,47,234.0
